Date,Ticker,Open,High,Low,Close,Volume
2023-01-03,AAPL,127.99538262842437,128.6045053870652,121.99252821247748,122.87674713134766,112117500
2023-01-04,AAPL,124.66483917038782,126.40380440814197,122.88658197418444,124.14413452148438,89113600
2023-01-05,AAPL,124.90061292758642,125.52938912334946,122.57217865426507,122.8276138305664,80962700
2023-01-06,AAPL,123.80027430194448,128.00521096875735,122.69991206962038,127.34696197509766,87754700
2023-01-09,AAPL,128.1820484933381,131.07049435820306,127.61221771125116,127.8676528930664,70790800
2023-01-10,AAPL,127.97574077291436,128.95820466182693,125.87326865028986,128.4375,63896200
2023-01-11,AAPL,128.94836939344688,131.1687321095965,128.17222961380045,131.1490936279297,69458900
2023-01-12,AAPL,131.5322547782573,131.90558081812333,129.13504077259947,131.07049560546875,71379600
2023-01-13,AAPL,129.71471296505177,132.55403315564018,129.35120610397337,132.39683532714844,57809700
2023-01-17,AAPL,132.4656016206527,134.88245427698436,131.77787992946924,133.55613708496094,63646600
2023-01-18,AAPL,134.4207263168224,136.17933021057922,132.66210743185522,132.83895874023438,69672800
2023-01-19,AAPL,131.72872356322017,133.86066781311564,131.42416224055012,132.89785766601562,58280400
2023-01-20,AAPL,132.90769302903612,135.59964906296133,131.86628386729487,135.4522705078125,80223600
2023-01-23,AAPL,135.6979103035641,140.80673462294286,135.48176704430378,138.63548278808594,81760300
2023-01-24,AAPL,137.84949253259393,140.64952034187644,137.83967329148908,140.0305633544922,66435100
2023-01-25,AAPL,138.41930821894437,139.93229570032543,136.37578195167205,139.37229919433594,65799300
2023-01-26,AAPL,140.65937661953566,141.72043959534744,139.41164307512574,141.43553161621094,54105100
2023-01-27,AAPL,140.6495420845882,144.64816254873466,140.57094316997566,143.37095642089844,70555800
2023-01-30,AAPL,142.41794502488958,142.9975950119405,140.34494601130174,140.4923095703125,64015300
2023-01-31,AAPL,140.19759064122545,141.80883078137197,139.78495761656453,141.75970458984375,65874500
2023-02-01,AAPL,141.44531098955775,144.03901475780756,138.84178798038548,142.87969970703125,77663600
2023-02-02,AAPL,146.2888426135127,148.52885870656533,145.57164829200897,148.17518615722656,118339000
2023-02-03,AAPL,145.43409313083382,154.6201342687517,145.23760339877686,151.79063415527344,154357300
2023-02-06,AAPL,149.8945101165513,150.41521473457135,148.13589150827315,149.06922912597656,69858300
2023-02-07,AAPL,147.99837413254576,152.50788022677395,147.99837413254576,151.93804931640625,83322600
2023-02-08,AAPL,151.18154087876945,151.86926257026718,148.51905726950346,149.2559051513672,64120100
2023-02-09,AAPL,151.08329292122983,151.62365104865805,147.78221371418798,148.2243194580078,56007100
2023-02-10,AAPL,147.0632318137508,148.9130734935689,146.8270751036462,148.58836364746094,57450700
2023-02-13,AAPL,148.52933886882354,151.78625678187208,148.49982115470684,151.38284301757812,62199000
2023-02-14,AAPL,149.68055772689488,151.3041068890254,148.4407688328002,150.7432403564453,61707600
2023-02-15,AAPL,150.6547253534473,153.00639866157246,150.42841784233283,152.83912658691406,65573800
2023-02-16,AAPL,151.0482818929642,153.82306709582505,150.8908590911332,151.24508666992188,68167900
2023-02-17,AAPL,149.90689371085574,150.54646418705764,148.43094798353164,150.1036834716797,59144100
2023-02-21,AAPL,147.79138776370112,148.87375415444836,146.0300988341385,146.09896850585938,58867200
2023-02-22,AAPL,146.4826667367167,147.5453493019233,144.80009726904348,146.52203369140625,51011300
2023-02-23,AAPL,147.68310298099968,147.92909389742377,144.87881554222116,147.00416564941406,48394200
2023-02-24,AAPL,144.75094042273577,144.8296593421339,143.38323110315275,144.35736083984375,55469600
2023-02-27,AAPL,145.3413038601465,146.7778826433076,145.08546365545735,145.5479278564453,44998500
2023-02-28,AAPL,144.69189970203135,146.68934528974674,144.47542643511753,145.04612731933594,50547000
2023-03-01,AAPL,144.47538049709885,144.86895994047163,142.68455949733774,142.97975158691406,55479000
2023-03-02,AAPL,142.06468141879296,144.35731860288683,141.59236804059648,143.5701446533203,52238100
2023-03-03,AAPL,145.66596048460295,148.68673585516615,144.96735475689312,148.60801696777344,70732300
2023-03-06,AAPL,151.32374645376544,153.79350455215635,150.9990516974443,151.3631134033203,87558000
2023-03-07,AAPL,151.2352451910372,151.55995507278075,148.70646582947896,149.16893005371094,56182000
2023-03-08,AAPL,150.35949790258118,151.00891757952724,149.39521763366128,150.4185333251953,47204800
2023-03-09,AAPL,151.09746808583355,152.0617483379844,147.8208670608722,148.1750946044922,53833600
2023-03-10,AAPL,147.80120650188752,148.5194958597798,145.242894659562,146.11862182617188,68572400
2023-03-13,AAPL,145.43967499711258,150.68420342446277,145.33143838738883,148.05702209472656,84457100
2023-03-14,AAPL,148.85403055723415,150.94002884188114,147.6929605728649,150.1430206298828,73695900
2023-03-15,AAPL,148.7654682431246,150.7924309816341,147.51583019026037,150.53660583496094,77167900
2023-03-16,AAPL,149.71992520737962,153.95097226183628,149.20825986230471,153.3507537841797,76161100
2023-03-17,AAPL,153.5770871091514,154.2265068856699,151.80594908869074,152.514404296875,98944600
2023-03-20,AAPL,152.5832927983786,155.28919358755078,151.6780327765039,154.87591552734375,73641400
2023-03-21,AAPL,154.7971931327365,156.84382463636302,154.02968755125636,156.7257537841797,73938300
2023-03-22,AAPL,156.7454392443716,159.53989288471735,155.27932775015748,155.29901123046875,75701800
2023-03-23,AAPL,156.28296029217628,158.95934282613845,155.15139299961646,156.38134765625,67622100
2023-03-24,AAPL,156.31248202721346,157.76874417421377,155.3186840441415,157.68019104003906,59196500
2023-03-27,AAPL,157.37518971960662,158.19188156427322,155.33837722493854,155.74180603027344,52390300
2023-03-28,AAPL,155.4367781198492,155.94844355059743,153.47868455836303,155.1219024658203,45992200
2023-03-29,AAPL,156.8142905620551,158.46735739062942,156.79462209814082,158.1918487548828,51305700
2023-03-30,AAPL,158.93967116064357,159.86459953343115,158.68384597812414,159.75636291503906,49501700
2023-03-31,AAPL,159.83511792767183,162.35406341845376,159.3136181978193,162.2556610107422,68749800
2023-04-03,AAPL,161.63573905142377,163.62333513475417,161.58653785817188,163.50526428222656,56976200
2023-04-04,AAPL,163.92838412805693,164.16452584406122,162.4622725801105,162.97393798828125,46278300
2023-04-05,AAPL,162.09822184489292,162.40324825832465,159.20536551321473,161.13392639160156,51511700
2023-04-06,AAPL,159.8252203026454,162.31466233453045,159.40212310856722,162.01947021484375,45390100
2023-04-10,AAPL,158.8314221542027,159.431640625,157.5129143705151,159.431640625,47716900
2023-04-11,AAPL,159.74652133194326,159.7563555644006,157.93601661540757,158.22137451171875,47644200
2023-04-12,AAPL,158.6346426672523,159.4611686435216,157.21773241416443,157.53260803222656,50133100
2023-04-13,AAPL,159.03807402297244,163.14120127307194,158.83143501847854,162.90504455566406,68445600
2023-04-14,AAPL,161.9506011686896,163.65286938363687,161.19295983913122,162.5606689453125,49386500
2023-04-17,AAPL,162.44261368211053,162.73780588588528,161.39961424099232,162.5803680419922,41516200
2023-04-18,AAPL,163.43639900098648,164.7253892225956,162.99360326395418,163.8004608154297,49923000
2023-04-19,AAPL,163.14119328481948,165.46334834295578,162.8853530999642,164.9418487548828,47720200
2023-04-20,AAPL,163.4265370188754,165.17799130758831,162.9050374280842,163.97755432128906,52456400
2023-04-21,AAPL,162.40322071444277,163.78076396537094,161.85220341407148,162.3737030029297,58337300
2023-04-24,AAPL,162.35404681853836,162.94443117624493,161.26184626664974,162.6787567138672,41949600
2023-04-25,AAPL,162.54099521393778,163.6430299514636,161.10440134757968,161.14376831054688,48714100
2023-04-26,AAPL,160.44515464932056,162.62955575633885,160.18932943478703,161.13392639160156,45498800
2023-04-27,AAPL,162.5409858833323,165.85693915334917,162.5409858833323,165.7093505859375,64902300
2023-04-28,AAPL,165.78806481489534,167.12625617335198,165.1878463008649,166.95896911621094,55275900
2023-05-01,AAPL,166.56542643996343,167.71666253016707,165.93569007402044,166.87045288085938,52472900
2023-05-02,AAPL,167.3623966257795,167.6182368189597,164.85328597063295,165.83724975585938,48425700
2023-05-03,AAPL,166.7818533947913,168.17908009941613,164.47938185396285,164.7647247314453,65136000
2023-05-04,AAPL,162.2457710884036,164.3612870012041,161.67507035057545,163.13133239746094,81235400
2023-05-05,AAPL,168.23815821665508,171.50492585877407,168.0216849384858,170.78663635253906,113453200
2023-05-08,AAPL,169.71408033203093,171.06212101363838,169.35001851271124,170.7177276611328,55962800
2023-05-09,AAPL,170.27494492179522,170.7570775926942,168.84820036158354,169.01547241210938,45326900
2023-05-10,AAPL,170.24544525293916,171.23924342814053,169.14339542958015,170.7767791748047,53724500
2023-05-11,AAPL,171.06211698775132,171.79024060925457,169.40904995436452,170.96371459960938,49514700
2023-05-12,AAPL,171.07210045600348,171.50564580777203,168.49055408757272,170.0375213623047,45533100
2023-05-15,AAPL,170.61887671576198,170.66814597161118,168.95367509817433,169.5448760986328,37266700
2023-05-16,AAPL,169.4660482962473,170.59916600644908,169.2788341449399,169.5448760986328,42110300
2023-05-17,AAPL,169.19013234108013,170.39221479568312,167.91905489711874,170.15574645996094,57951600
2023-05-18,AAPL,170.46119076780954,172.6683237371227,170.04735615510018,172.48110961914062,65496700
2023-05-19,AAPL,173.80146880445517,173.80146880445517,172.37275062180032,172.5895233154297,55809500
2023-05-22,AAPL,171.42682777563832,172.14612580242743,170.9046067635048,171.6436004638672,43570900
2023-05-23,AAPL,170.5892951031298,170.83562631420236,168.7664381272472,169.04232788085938,50747300
2023-05-24,AAPL,168.57922839342694,169.8897122746601,168.0176010356781,169.31822204589844,45143500
2023-05-25,AAPL,169.8798495430277,171.3479738482291,169.17041449607095,170.4513397216797,56058300
2023-05-26,AAPL,170.7764937271046,173.1905363695113,170.56956891324683,172.8555145263672,54835000
2023-05-30,AAPL,174.36311323589106,176.36332172139132,173.9788370991414,174.6981201171875,55964400
2023-05-31,AAPL,174.72766202276017,176.71802248155805,174.16601962684186,174.64883422851562,99625300
2023-06-01,AAPL,175.09221783191245,177.47670209655325,174.33351350934285,177.4471435546875,68901800
2023-06-02,AAPL,178.37332240607034,179.11231590276506,176.6292935441097,178.29449462890625,61996900
2023-06-05,AAPL,179.9498694414483,182.23581511366768,175.42721727327233,176.9446258544922,121946500
2023-06-06,AAPL,177.328904296753,177.4766970018392,174.82617090162998,176.58006286621094,64848400
2023-06-07,AAPL,175.82137635899298,178.55073052308683,174.71781728969785,175.21047973632812,61944600
2023-06-08,AAPL,175.28927455408018,178.18613184931536,174.85574427470908,177.92010498046875,50214900
2023-06-09,AAPL,178.83646640490514,179.5557493602978,177.97923856717878,178.3043975830078,48900000
2023-06-12,AAPL,178.60982685528654,181.19137296447727,178.31422641468646,181.09283447265625,54274900
2023-06-13,AAPL,180.11737806569877,181.4475575367352,179.76266053311636,180.6198883056641,54929100
2023-06-14,AAPL,180.6790133216272,181.684048880549,179.3488337921871,181.25050354003903,57462900
2023-06-15,AAPL,181.26036948430115,183.78279874291368,181.08300318978328,183.2802734375,65433200
2023-06-16,AAPL,183.989688464097,184.245882524342,181.56579797087076,182.2062530517578,101256200
2023-06-20,AAPL,181.703736061192,183.3689372512462,181.703736061192,182.294921875,49799100
2023-06-21,AAPL,182.18656875714527,182.68909408055805,179.91047063421516,181.2603759765625,49515700
2023-06-22,AAPL,181.04356888160584,184.304991288712,180.97458893469445,184.25572204589844,51245300
2023-06-23,AAPL,182.8270532004463,184.8075509993679,182.29496929127177,183.94046020507807,53117000
2023-06-26,AAPL,184.08828266571635,185.2903804410641,182.511756556611,182.5511779785156,48088700
2023-06-27,AAPL,183.1620330683905,185.6253451571229,182.94526040179292,185.30018615722656,50730800
2023-06-28,AAPL,185.1721116449177,187.11320300977505,184.8469676403292,186.4727478027344,51216800
2023-06-29,AAPL,186.30522898461157,187.2807060224463,186.1672841036428,186.8077392578125,46347300
2023-06-30,AAPL,188.81783251325768,191.62599971188075,188.4532520435028,191.1234893798828,85213200
2023-07-03,AAPL,190.93624105216276,191.0347795474039,188.9458807202263,189.6356201171875,31458200
2023-07-05,AAPL,188.75868490984945,190.1479814937267,187.8226142934088,188.52220153808597,46920300
2023-07-06,AAPL,187.05407174607456,189.2020878041572,186.42346442381324,188.9951629638672,45094300
2023-07-07,AAPL,188.60099643398277,189.8425000907618,187.4481683880748,187.88169860839844,46815000
2023-07-10,AAPL,186.4825571255489,187.2018550195119,184.2951349736181,185.84210205078125,59922200
2023-07-11,AAPL,186.384037813756,186.5219826806886,183.86160879849567,185.31988525390625,46638100
2023-07-12,AAPL,186.8964015042781,188.88676181703667,185.70416691161037,186.98509216308597,60750200
2023-07-13,AAPL,187.70438329432412,188.38425984411805,186.99494820191867,187.7437896728516,41342300
2023-07-14,AAPL,187.4383607296714,188.3744164237048,186.847174781534,187.89161682128903,41616200
2023-07-17,AAPL,189.08383285312055,191.46833222271863,188.99515722491665,191.14317321777344,50520200
2023-07-18,AAPL,190.5125649317522,191.47817907078496,189.5962050071137,190.8869781494141,48288200
2023-07-19,AAPL,190.26622781119136,195.3209338889853,189.82281961650224,192.23687744140625,80507300
2023-07-20,AAPL,192.22701989757812,193.58677299126168,189.6750321641012,190.29579162597656,59581200
2023-07-21,AAPL,191.25153499324207,192.10876269219432,188.42364281090323,189.12322998046875,71951700
2023-07-24,AAPL,190.57168949200457,192.04967681854123,189.42870901778204,189.9213714599609,45377800
2023-07-25,AAPL,190.492842140126,191.58655325087184,190.08885537064708,190.7785797119141,37283200
2023-07-26,AAPL,190.82785426220883,192.7689453418544,190.48299959942145,191.6456756591797,47471900
2023-07-27,AAPL,193.1433729163405,194.30604897209747,189.72429463258095,190.38446044921875,47460200
2023-07-28,AAPL,191.8131659299023,193.7444090416655,191.2909450188625,192.9561462402344,48291400
2023-07-31,AAPL,193.18277106210203,193.6064685292723,192.394508242959,193.56704711914065,38824100
2023-08-01,AAPL,193.3601546102926,193.842954166062,192.41423613585212,192.7393951416016,35175100
2023-08-02,AAPL,192.1777357193533,192.3156805851802,189.03456234552243,189.75384521484372,50389300
2023-08-03,AAPL,188.75868668614032,189.5469345297089,187.8915960163783,188.3645477294922,61235200
2023-08-04,AAPL,182.79747042079737,184.6301752435833,179.25029494609427,179.31927490234375,115956800
2023-08-07,AAPL,179.4572213905704,180.44254624962392,174.74736976708382,176.22535705566406,97576100
2023-08-08,AAPL,177.05302113799038,177.62451134366992,174.97398514494694,177.16140747070312,67823000
2023-08-09,AAPL,178.21570618554995,178.2748232727554,174.41235154839882,175.57504272460938,60378500
2023-08-10,AAPL,176.8460961883882,178.09746293161143,174.99369573264087,175.35826110839844,54686900
2023-08-11,AAPL,174.95375100085724,176.23639103718068,174.19402209160106,175.41746520996094,52036700
2023-08-14,AAPL,175.59504844195268,177.2920967961584,174.9438523177461,177.06517028808594,43675600
2023-08-15,AAPL,176.49291042563854,177.08489459113486,174.68732936330193,175.0819854736328,43622600
2023-08-16,AAPL,174.76630032742042,176.15747319458026,174.1447025205994,174.21377563476562,46964900
2023-08-17,AAPL,174.7761679719839,175.14122571711877,171.1650049538571,171.67807006835938,66062900
2023-08-18,AAPL,170.00075151281027,172.76339001893962,169.66529224450343,172.16152954101562,61172200
2023-08-21,AAPL,172.7337706675176,173.77962299820936,171.42151715942626,173.4934844970703,46311900
2023-08-22,AAPL,174.69721483499137,175.30893640777694,173.89802631437342,174.8649444580078,42038900
2023-08-23,AAPL,176.1377232252428,179.12728783194132,175.9502562936072,178.70301818847656,52722800
2023-08-24,AAPL,178.25900483655056,178.6832744289853,173.66118769058747,174.02626037597656,54945800
2023-08-25,AAPL,175.0129045232152,176.759273390786,173.473724817143,176.2264862060547,51449600
2023-08-28,AAPL,177.68672884995053,178.1800564429962,176.16728648764175,177.785400390625,43820700
2023-08-29,AAPL,177.30196426395187,182.4325690983829,177.1046362040057,181.66297912597656,53003900
2023-08-30,AAPL,182.47204640358007,185.3432171414265,182.27471834075723,185.1458740234375,60813900
2023-08-31,AAPL,185.33334709899387,186.59626480914432,184.97815055206613,185.36294555664065,60794500
2023-09-01,AAPL,186.9613458954921,187.38560051082152,185.76748618147488,186.93174743652344,45766500
2023-09-05,AAPL,185.76746926717504,187.44478036173828,185.10641198511868,187.16851806640625,45280000
